Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Jet Airways,Delhi,Cochin,2.0,10368,15,6,9,40,19,0,9,20
IndiGo,Kolkata,Banglore,0.0,4174,12,4,22,15,0,50,2,35
Vistara,Banglore,Delhi,0.0,5403,12,4,11,30,14,20,2,50
Jet Airways,Delhi,Cochin,1.0,10262,15,6,17,30,4,25,10,55
Jet Airways,Delhi,Cochin,1.0,14714,6,6,14,0,4,25,14,25
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,21,10,8,15,11,5
Multiple carriers,Delhi,Cochin,1.0,18192,3,3,12,50,1,35,12,45
Jet Airways,Banglore,Delhi,0.0,5198,18,5,19,50,22,50,3,0
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,5,45,19,10,13,25
Air India,Mumbai,Hyderabad,0.0,3100,21,6,15,0,16,25,1,25
IndiGo,Kolkata,Banglore,0.0,4804,21,6,15,15,17,45,2,30
Air India,Kolkata,Banglore,1.0,6535,24,3,16,45,21,5,28,20
IndiGo,Banglore,New Delhi,0.0,4238,24,3,0,40,3,25,2,45
Multiple carriers,Delhi,Cochin,1.0,12524,24,6,6,0,19,0,13,0
Multiple carriers,Delhi,Cochin,1.0,7408,27,6,8,0,21,0,13,0
Jet Airways,Delhi,Cochin,2.0,13292,1,6,21,25,12,35,15,10
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,10,25,22,55,12,30
Jet Airways,Banglore,Delhi,0.0,4544,24,4,19,50,22,50,3,0
Air India,Kolkata,Banglore,2.0,14960,9,6,9,50,12,30,26,40
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,22,55,12,25,13,30
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,9,35,10,55,25,20
IndiGo,Banglore,Delhi,0.0,4823,9,4,7,10,10,5,2,55
IndiGo,Banglore,New Delhi,1.0,7774,3,3,5,25,10,10,4,45
Jet Airways,Banglore,New Delhi,1.0,11087,9,3,7,0,9,30,26,30
Multiple carriers,Delhi,Cochin,1.0,12192,9,6,10,0,19,0,9,0
SpiceJet,Kolkata,Banglore,1.0,7804,15,5,15,55,21,25,5,30
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,14,5,18,15,28,10
Multiple carriers,Delhi,Cochin,1.0,7408,9,6,10,0,21,0,11,0
IndiGo,Mumbai,Hyderabad,0.0,4049,21,5,9,10,10,40,1,30
GoAir,Delhi,Cochin,1.0,4692,24,6,7,25,13,35,6,10
Air India,Delhi,Cochin,2.0,11386,27,6,5,55,19,15,13,20
Jet Airways,Delhi,Cochin,1.0,11399,9,5,8,0,19,0,11,0
IndiGo,Delhi,Cochin,1.0,6674,1,6,11,55,22,30,10,35
Jet Airways,Delhi,Cochin,1.0,10262,6,6,14,0,19,0,5,0
Jet Airways,Delhi,Cochin,1.0,12898,21,5,15,0,4,25,13,25
Air India,Delhi,Cochin,1.0,6377,9,4,8,0,19,15,11,15
IndiGo,Kolkata,Banglore,0.0,4804,24,4,15,15,17,45,2,30
Jet Airways,Delhi,Cochin,2.0,13029,9,5,9,40,12,35,26,55
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,8,25,19,50,11,25
Jet Airways,Delhi,Cochin,2.0,13029,9,5,5,30,4,25,22,55
IndiGo,Banglore,New Delhi,1.0,8434,9,3,6,25,11,30,5,5
Jet Airways,Banglore,Delhi,0.0,7229,27,5,6,0,8,45,2,45
IndiGo,Mumbai,Hyderabad,0.0,3175,1,4,16,55,18,25,1,30
Jet Airways,Delhi,Cochin,2.0,13376,15,6,6,45,4,25,21,40
Air India,Kolkata,Banglore,2.0,13243,12,5,10,0,1,20,15,20
Vistara,Kolkata,Banglore,1.0,8452,1,4,7,10,20,20,13,10
Multiple carriers,Delhi,Cochin,1.0,14067,21,5,16,0,1,30,9,30
Jet Airways,Delhi,Cochin,1.0,14714,1,6,13,0,19,0,6,0
SpiceJet,Banglore,New Delhi,0.0,4945,21,3,9,35,12,30,2,55
Jet Airways,Delhi,Cochin,2.0,8834,21,3,19,10,4,25,33,15
Multiple carriers,Delhi,Cochin,1.0,8552,3,3,7,10,16,10,9,0
Jet Airways,Banglore,Delhi,0.0,4544,24,5,15,15,18,10,2,55
Jet Airways,Delhi,Cochin,1.0,14714,6,6,16,0,19,0,27,0
IndiGo,Banglore,Delhi,0.0,3943,12,5,21,15,0,15,3,0
Jet Airways,Kolkata,Banglore,1.0,14781,12,5,6,30,16,20,9,50
Air India,Kolkata,Banglore,2.0,13899,21,5,10,0,5,25,19,25
Jet Airways,Delhi,Cochin,2.0,13292,9,6,5,30,4,25,22,55
Jet Airways,Mumbai,Hyderabad,0.0,8040,27,3,10,20,11,50,1,30
Jet Airways,Delhi,Cochin,2.0,13292,9,6,9,35,12,35,27,0
Air India,Kolkata,Banglore,2.0,14960,12,6,16,45,8,55,16,10
Jet Airways,Delhi,Cochin,2.0,16022,6,3,19,10,4,25,33,15
Jet Airways,Banglore,Delhi,0.0,4544,9,4,11,10,14,5,2,55
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,8,25,19,50,11,25
Air India,Delhi,Cochin,2.0,13381,27,5,20,15,19,15,23,0
Jet Airways,Delhi,Cochin,1.0,15400,6,3,9,55,18,50,8,55
Air India,Kolkata,Banglore,2.0,14424,1,5,7,0,5,25,22,25
Jet Airways,Delhi,Cochin,2.0,10919,15,6,14,35,4,25,13,50
Air Asia,Kolkata,Banglore,0.0,3807,15,6,22,50,1,20,2,30
Jet Airways,Delhi,Cochin,1.0,12767,21,3,15,0,18,50,27,50
Multiple carriers,Delhi,Cochin,1.0,7354,24,6,7,30,19,15,11,45
Multiple carriers,Delhi,Cochin,1.0,6007,24,6,10,20,21,0,10,40
Jet Airways,Kolkata,Banglore,1.0,14388,12,5,18,55,10,5,15,10
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,5,45,15,15,9,30
IndiGo,Kolkata,Banglore,0.0,4174,12,4,9,35,12,20,2,45
Multiple carriers,Delhi,Cochin,1.0,9646,15,5,7,5,22,30,15,25
Jet Airways,Delhi,Cochin,1.0,14714,9,6,22,50,4,25,5,35
Air India,Banglore,Delhi,0.0,5228,18,6,21,5,23,55,2,50
SpiceJet,Kolkata,Banglore,0.0,3841,18,5,6,55,9,30,2,35
IndiGo,Delhi,Cochin,1.0,6442,24,6,6,50,16,10,9,20
Jet Airways Business,Banglore,New Delhi,1.0,57209,1,3,9,45,14,25,4,40
Air India,Kolkata,Banglore,0.0,4435,6,3,20,45,23,20,2,35
Vistara,Chennai,Kolkata,0.0,3687,6,5,7,5,9,20,2,15
IndiGo,Chennai,Kolkata,0.0,5277,3,5,22,5,0,25,2,20
Air India,Banglore,Delhi,0.0,7171,21,6,17,0,19,45,2,45
IndiGo,Kolkata,Banglore,0.0,4804,21,4,20,20,22,55,2,35
Air India,Banglore,Delhi,0.0,5228,6,5,10,0,12,45,2,45
Air India,Banglore,New Delhi,2.0,9796,15,3,5,50,22,10,16,20
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,18,55,8,15,13,20
Jet Airways,Delhi,Cochin,1.0,16289,9,3,16,0,18,50,26,50
GoAir,Banglore,Delhi,0.0,3898,27,4,20,55,23,40,2,45
Air Asia,Banglore,Delhi,0.0,4483,3,6,11,10,13,55,2,45
GoAir,Banglore,Delhi,0.0,3398,15,5,11,40,14,30,2,50
Jet Airways,Banglore,New Delhi,1.0,11087,9,3,8,55,10,45,25,50
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,9,35,18,0,8,25
Air India,Delhi,Cochin,2.0,13381,12,6,14,25,19,15,28,50
IndiGo,Chennai,Kolkata,0.0,6297,15,3,19,35,21,55,2,20
Jet Airways,Kolkata,Banglore,1.0,10703,15,5,9,35,22,5,12,30
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,8,55,15,15,6,20
Jet Airways,Kolkata,Banglore,1.0,14388,9,5,21,10,10,5,12,55
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,6,30,18,10,11,40
IndiGo,Delhi,Cochin,1.0,5883,15,6,11,25,1,30,14,5
Jet Airways,Delhi,Cochin,2.0,13882,15,6,11,45,12,35,24,50
SpiceJet,Chennai,Kolkata,0.0,3543,12,6,9,45,12,0,2,15
Jet Airways,Mumbai,Hyderabad,0.0,5678,15,6,10,20,11,50,1,30
Multiple carriers,Delhi,Cochin,1.0,9627,21,5,9,15,19,0,9,45
Jet Airways,Mumbai,Hyderabad,0.0,4995,27,5,10,20,11,50,1,30
IndiGo,Kolkata,Banglore,1.0,9413,24,3,14,30,20,10,5,40
Jet Airways,Delhi,Cochin,1.0,10262,12,6,19,45,4,25,8,40
Air Asia,Delhi,Cochin,1.0,6151,27,3,16,45,7,10,14,25
Jet Airways,Delhi,Cochin,1.0,16079,27,6,21,50,4,25,6,35
Vistara,Chennai,Kolkata,0.0,3687,27,6,7,5,9,20,2,15
Jet Airways,Kolkata,Banglore,1.0,9663,9,5,21,10,10,5,12,55
Jet Airways,Kolkata,Banglore,1.0,10661,24,3,13,55,4,45,14,50
IndiGo,Chennai,Kolkata,0.0,3858,12,6,11,35,14,0,2,25
Jet Airways,Mumbai,Hyderabad,0.0,4995,1,5,7,5,8,30,1,25
IndiGo,Delhi,Cochin,1.0,6171,9,3,4,55,16,10,11,15
Jet Airways,Mumbai,Hyderabad,0.0,17501,1,3,7,10,8,35,1,25
IndiGo,Mumbai,Hyderabad,0.0,2227,18,3,21,20,22,45,1,25
IndiGo,Delhi,Cochin,1.0,7191,18,5,11,25,21,0,9,35
Air India,Mumbai,Hyderabad,0.0,3100,18,6,15,0,16,25,1,25
Air India,Banglore,Delhi,0.0,6121,24,4,13,20,16,10,2,50
Jet Airways,Delhi,Cochin,1.0,17024,6,3,2,15,18,50,16,35
Jet Airways,Kolkata,Banglore,1.0,14151,6,6,20,25,19,10,22,45
Air India,Delhi,Cochin,2.0,12257,9,6,18,45,19,15,24,30
Air India,Delhi,Cochin,1.0,7480,21,5,5,15,6,50,25,35
Air India,Delhi,Cochin,2.0,11911,21,5,5,55,7,40,25,45
Air India,Delhi,Cochin,1.0,14777,6,3,23,0,7,40,8,40
Multiple carriers,Delhi,Cochin,1.0,10486,27,5,9,45,16,10,6,25
Multiple carriers Premium economy,Delhi,Cochin,1.0,11269,21,3,6,0,13,20,7,20
Jet Airways,Kolkata,Banglore,1.0,12121,6,5,9,35,23,35,14,0
Multiple carriers,Delhi,Cochin,1.0,8266,9,5,7,30,19,15,11,45
IndiGo,Delhi,Cochin,1.0,6093,12,6,8,30,21,0,12,30
Multiple carriers,Delhi,Cochin,2.0,7178,21,3,9,45,21,20,11,35
Jet Airways,Banglore,Delhi,0.0,7229,3,5,19,50,22,50,3,0
Air Asia,Kolkata,Banglore,2.0,5192,15,5,15,10,23,30,8,20
Multiple carriers,Delhi,Cochin,1.0,10877,3,6,7,30,19,0,11,30
IndiGo,Banglore,Delhi,0.0,4591,18,4,6,5,8,50,2,45
Jet Airways,Delhi,Cochin,2.0,13882,24,6,9,25,4,25,19,0
Jet Airways,Banglore,New Delhi,1.0,16757,6,3,9,45,14,25,4,40
Jet Airways,Kolkata,Banglore,1.0,13941,21,5,21,10,4,40,7,30
GoAir,Delhi,Cochin,1.0,6591,21,4,7,0,12,55,5,55
Air India,Delhi,Cochin,3.0,10703,15,6,5,15,19,15,38,0
SpiceJet,Delhi,Cochin,1.0,6297,9,6,15,45,22,5,6,20
Jet Airways,Delhi,Cochin,2.0,13775,24,6,18,20,4,25,10,5
IndiGo,Chennai,Kolkata,0.0,3597,21,6,19,35,21,55,2,20
Jet Airways,Delhi,Cochin,2.0,15129,21,5,23,5,4,25,29,20
Air India,Delhi,Cochin,2.0,14011,3,3,16,40,19,15,26,35
Jet Airways,Kolkata,Banglore,1.0,10844,12,5,16,30,23,35,7,5
Jet Airways,Kolkata,Banglore,1.0,14781,12,5,8,25,18,15,9,50
Jet Airways,Banglore,Delhi,0.0,3359,27,5,18,55,22,0,3,5
Jet Airways,Delhi,Cochin,1.0,12898,21,5,14,0,19,0,5,0
GoAir,Delhi,Cochin,1.0,5135,6,4,7,0,12,55,5,55
Air India,Banglore,New Delhi,1.0,14752,1,3,0,30,20,30,20,0
Multiple carriers,Delhi,Cochin,1.0,13377,1,6,13,0,1,30,12,30
GoAir,Banglore,Delhi,0.0,5048,27,4,7,45,10,40,2,55
Multiple carriers,Delhi,Cochin,1.0,13677,9,3,6,0,21,0,15,0
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,20,0,8,15,12,15
IndiGo,Kolkata,Banglore,1.0,9319,24,3,5,35,11,20,5,45
Jet Airways,Delhi,Cochin,1.0,13843,6,3,11,30,4,25,16,55
IndiGo,Banglore,New Delhi,0.0,11934,1,3,22,20,1,10,2,50
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,18,55,18,15,23,20
Air India,Chennai,Kolkata,0.0,4667,24,6,11,40,13,55,2,15
Air India,Delhi,Cochin,1.0,9719,27,5,13,0,19,15,6,15
IndiGo,Delhi,Cochin,1.0,7894,6,3,5,5,10,5,5,0
Air India,Delhi,Cochin,2.0,10975,3,6,9,45,9,25,23,40
IndiGo,Mumbai,Hyderabad,0.0,3342,1,4,9,10,10,40,1,30
SpiceJet,Banglore,New Delhi,0.0,6860,3,3,5,45,8,35,2,50
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,11,40,7,40,20,0
Jet Airways,Kolkata,Banglore,1.0,14388,6,5,20,0,9,20,13,20
SpiceJet,Kolkata,Banglore,0.0,3815,27,3,22,20,0,40,2,20
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,17,0,10,55,17,55
Air India,Kolkata,Banglore,1.0,10203,6,5,17,30,8,55,15,25
Air India,Delhi,Cochin,2.0,12199,18,5,17,15,7,40,14,25
Air India,Banglore,Delhi,0.0,5228,21,4,21,5,23,55,2,50
Vistara,Banglore,New Delhi,0.0,5403,21,3,11,30,14,10,2,40
Air India,Banglore,New Delhi,1.0,6046,15,3,8,15,21,25,13,10
Jet Airways,Banglore,Delhi,0.0,8016,12,6,17,45,20,45,3,0
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,18,40,7,40,13,0
Air India,Kolkata,Banglore,2.0,10697,21,5,8,20,18,30,10,10
Jet Airways,Banglore,Delhi,0.0,7229,9,6,7,10,10,10,3,0
Jet Airways,Kolkata,Banglore,1.0,14388,21,5,16,30,4,40,12,10
Jet Airways,Kolkata,Banglore,1.0,13374,6,6,18,55,4,40,9,45
Jet Airways,Delhi,Cochin,1.0,14714,27,6,14,0,19,0,5,0
Jet Airways,Banglore,Delhi,0.0,4544,3,4,19,50,22,50,3,0
Jet Airways,Kolkata,Banglore,1.0,14151,1,5,20,25,22,5,25,40
Multiple carriers,Delhi,Cochin,1.0,9646,12,6,13,5,22,30,9,25
Multiple carriers,Delhi,Cochin,1.0,7408,9,6,17,0,1,30,8,30
IndiGo,Delhi,Cochin,1.0,6442,27,5,11,55,22,30,10,35
Air India,Kolkata,Banglore,1.0,7742,24,3,12,0,13,40,25,40
IndiGo,Kolkata,Banglore,1.0,5192,24,5,15,15,20,5,4,50
IndiGo,Kolkata,Banglore,1.0,4150,24,3,4,15,9,50,5,35
Jet Airways,Delhi,Cochin,2.0,18804,24,6,11,40,19,0,7,20
Air India,Delhi,Cochin,2.0,9863,1,6,16,40,19,15,26,35
Multiple carriers,Delhi,Cochin,1.0,7575,21,5,11,25,19,15,7,50
Air India,Banglore,Delhi,0.0,5438,21,4,17,0,19,45,2,45
GoAir,Banglore,Delhi,0.0,3419,24,4,20,55,23,40,2,45
IndiGo,Delhi,Cochin,1.0,7725,6,3,7,35,12,0,4,25
SpiceJet,Mumbai,Hyderabad,0.0,2385,18,3,13,10,14,30,1,20
SpiceJet,Kolkata,Banglore,0.0,3841,12,4,9,0,11,25,2,25
Air India,Delhi,Cochin,1.0,16142,3,3,12,30,9,25,20,55
IndiGo,Mumbai,Hyderabad,0.0,4784,3,3,21,20,22,45,1,25
IndiGo,Banglore,New Delhi,0.0,4777,24,3,21,20,0,15,2,55
Vistara,Kolkata,Banglore,1.0,9345,15,5,7,10,23,25,16,15
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,21,10,12,0,14,50
Air Asia,Kolkata,Banglore,1.0,6857,18,5,6,50,10,30,3,40
Multiple carriers,Delhi,Cochin,1.0,6637,27,3,11,40,21,0,9,20
Air India,Kolkata,Banglore,1.0,7662,21,5,12,0,13,15,25,15
Jet Airways,Kolkata,Banglore,1.0,13067,21,5,9,35,19,10,9,35
Air India,Banglore,Delhi,0.0,5911,1,4,13,20,16,10,2,50
Air India,Kolkata,Banglore,2.0,13007,9,6,9,25,5,25,20,0
SpiceJet,Mumbai,Hyderabad,0.0,2227,9,6,13,15,14,45,1,30
Jet Airways,Delhi,Cochin,2.0,17282,9,3,10,45,4,25,17,40
Air India,Kolkata,Banglore,1.0,8576,18,5,9,25,18,30,9,5
Jet Airways,Kolkata,Banglore,1.0,10703,6,5,9,35,21,5,11,30
Jet Airways,Delhi,Cochin,1.0,5406,21,3,19,45,18,50,23,5
Vistara,Delhi,Cochin,0.0,6216,27,6,6,0,9,10,3,10
Jet Airways,Kolkata,Banglore,1.0,7757,6,5,21,10,8,15,11,5
GoAir,Banglore,Delhi,0.0,3419,24,6,20,55,23,40,2,45
Air India,Delhi,Cochin,2.0,10178,9,5,19,45,19,15,23,30
Air India,Delhi,Cochin,2.0,10651,1,6,19,45,19,15,23,30
Air India,Delhi,Cochin,2.0,10975,12,6,13,5,9,25,20,20
IndiGo,Delhi,Cochin,1.0,5883,6,6,10,35,1,30,14,55
Jet Airways,Mumbai,Hyderabad,0.0,5678,21,3,19,35,21,5,1,30
IndiGo,Delhi,Cochin,0.0,6015,27,5,14,25,17,40,3,15
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,5,45,18,25,12,40
Multiple carriers,Delhi,Cochin,1.0,15237,9,3,7,0,19,45,12,45
Vistara,Banglore,Delhi,0.0,4878,9,6,17,0,19,35,2,35
Jet Airways,Banglore,New Delhi,1.0,7280,15,3,9,45,15,55,6,10
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,16,55,8,15,15,20
Jet Airways,Delhi,Cochin,2.0,13292,27,6,21,25,19,0,21,35
Vistara,Chennai,Kolkata,0.0,3687,1,5,7,5,9,20,2,15
Air India,Banglore,Delhi,0.0,5176,3,4,10,0,12,45,2,45
IndiGo,Kolkata,Banglore,0.0,4804,27,4,4,40,7,15,2,35
IndiGo,Delhi,Cochin,1.0,6093,9,6,6,40,21,0,14,20
IndiGo,Delhi,Cochin,1.0,6628,1,6,17,30,1,30,8,0
IndiGo,Delhi,Cochin,1.0,8784,27,3,6,40,21,0,14,20
Jet Airways,Delhi,Cochin,1.0,10262,1,6,19,15,19,0,23,45
Jet Airways,Delhi,Cochin,2.0,15339,27,6,13,25,19,0,29,35
Jet Airways,Delhi,Cochin,0.0,7202,1,6,11,0,14,15,3,15
Jet Airways,Delhi,Cochin,2.0,15129,18,5,9,40,12,35,26,55
IndiGo,Delhi,Cochin,1.0,6171,27,3,4,55,12,0,7,5
IndiGo,Kolkata,Banglore,0.0,4148,27,3,21,25,0,5,2,40
Jet Airways,Kolkata,Banglore,1.0,12692,12,6,9,35,19,10,9,35
IndiGo,Delhi,Cochin,1.0,6528,21,3,14,20,22,20,8,0
Jet Airways,Delhi,Cochin,2.0,8728,27,3,5,10,18,50,13,40
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,8,55,0,45,15,50
Multiple carriers,Delhi,Cochin,1.0,9424,9,5,17,0,1,30,8,30
IndiGo,Chennai,Kolkata,0.0,7295,24,3,19,35,21,55,2,20
IndiGo,Banglore,Delhi,0.0,4423,1,5,6,5,8,50,2,45
Vistara,Banglore,Delhi,0.0,5613,27,4,7,0,9,40,2,40
Air India,Kolkata,Banglore,1.0,7662,12,5,16,45,21,5,28,20
Vistara,Banglore,Delhi,0.0,5088,27,6,19,30,22,15,2,45
Jet Airways,Delhi,Cochin,1.0,15554,9,5,21,50,4,25,6,35
Air India,Delhi,Cochin,2.0,12488,27,5,12,20,19,15,30,55
Multiple carriers,Delhi,Cochin,1.0,10197,18,5,3,50,12,35,8,45
Jet Airways,Banglore,Delhi,0.0,8016,24,6,18,55,22,0,3,5
Multiple carriers,Delhi,Cochin,1.0,15077,6,3,11,30,19,15,7,45
Jet Airways,Delhi,Cochin,1.0,13244,21,3,11,30,18,50,7,20
Air India,Delhi,Cochin,1.0,8372,9,6,21,0,7,40,10,40
SpiceJet,Mumbai,Hyderabad,0.0,2017,6,6,13,15,14,45,1,30
GoAir,Banglore,Delhi,0.0,3419,6,5,20,55,23,40,2,45
Air India,Kolkata,Banglore,2.0,12723,6,6,5,50,23,15,17,25
Jet Airways,Delhi,Cochin,1.0,14714,12,6,13,0,19,0,6,0
Jet Airways,Banglore,Delhi,0.0,8016,27,6,18,55,22,0,3,5
IndiGo,Delhi,Cochin,1.0,5894,24,6,11,25,21,0,9,35
Jet Airways,Delhi,Cochin,1.0,6017,27,3,15,5,4,25,13,20
Jet Airways,Delhi,Cochin,2.0,11507,3,6,9,35,12,35,27,0
SpiceJet,Kolkata,Banglore,0.0,3873,1,6,22,20,0,40,2,20
IndiGo,Banglore,Delhi,0.0,4823,12,5,16,55,19,55,3,0
Multiple carriers,Delhi,Cochin,1.0,10877,3,6,6,40,19,0,12,20
Multiple carriers,Delhi,Cochin,1.0,13587,27,6,8,0,21,0,13,0
GoAir,Delhi,Cochin,1.0,22794,3,3,14,10,19,20,5,10
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,14,5,9,30,19,25
IndiGo,Delhi,Cochin,2.0,8146,9,3,6,40,21,20,14,40
Multiple carriers,Delhi,Cochin,1.0,12537,9,4,13,0,21,0,8,0
GoAir,Delhi,Cochin,1.0,5897,9,6,7,0,12,55,5,55
Multiple carriers,Delhi,Cochin,1.0,6601,9,4,7,5,18,10,11,5
Vistara,Banglore,Delhi,0.0,4668,12,5,9,45,12,35,2,50
Jet Airways,Delhi,Cochin,1.0,12898,27,5,20,55,12,35,15,40
IndiGo,Mumbai,Hyderabad,0.0,2754,3,4,12,0,13,30,1,30
Jet Airways,Banglore,Delhi,0.0,6478,3,6,19,50,22,50,3,0
SpiceJet,Kolkata,Banglore,0.0,5831,24,3,22,20,0,40,2,20
Air India,Kolkata,Banglore,2.0,10408,1,4,10,0,1,20,15,20
Jet Airways,Delhi,Cochin,1.0,12373,18,5,11,30,12,35,25,5
Air India,Delhi,Cochin,2.0,13547,27,6,13,15,7,40,18,25
Air Asia,Delhi,Cochin,1.0,6152,24,6,20,45,6,35,9,50
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,21,25,10,25,13,0
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,14,5,22,35,8,30
Jet Airways,Kolkata,Banglore,1.0,13339,24,3,6,30,23,25,16,55
Vistara,Delhi,Cochin,0.0,6216,12,6,14,40,17,50,3,10
Multiple carriers,Delhi,Cochin,1.0,9646,12,6,7,5,22,30,15,25
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,14,5,9,20,19,15
Air India,Mumbai,Hyderabad,1.0,9535,6,3,20,15,9,15,13,0
SpiceJet,Kolkata,Banglore,1.0,4649,1,4,15,5,20,20,5,15
Multiple carriers,Delhi,Cochin,1.0,13587,9,6,13,0,21,0,8,0
Jet Airways,Banglore,Delhi,0.0,7229,18,4,8,20,11,20,3,0
Air Asia,Kolkata,Banglore,1.0,6857,1,5,6,50,10,30,3,40
Vistara,Banglore,Delhi,0.0,5403,18,4,9,45,12,35,2,50
IndiGo,Banglore,New Delhi,0.0,4777,21,3,1,30,4,15,2,45
Jet Airways,Mumbai,Hyderabad,0.0,5678,3,4,2,55,4,20,1,25
IndiGo,Kolkata,Banglore,0.0,4174,12,4,15,15,17,45,2,30
Jet Airways,Delhi,Cochin,1.0,14714,12,6,21,50,4,25,6,35
Multiple carriers,Delhi,Cochin,1.0,6795,3,6,10,20,1,30,15,10
Air India,Kolkata,Banglore,1.0,7893,1,4,10,0,23,15,13,15
Multiple carriers,Delhi,Cochin,1.0,12192,9,6,8,0,19,0,11,0
Jet Airways,Kolkata,Banglore,1.0,14781,6,5,6,30,16,20,9,50
IndiGo,Banglore,Delhi,0.0,4823,18,4,20,0,22,50,2,50
Jet Airways,Banglore,Delhi,0.0,7229,12,5,15,15,18,10,2,55
Multiple carriers,Delhi,Cochin,1.0,9021,9,5,17,45,1,30,7,45
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,18,55,12,0,17,5
Multiple carriers,Delhi,Cochin,1.0,14486,21,3,8,0,15,30,7,30
Air India,Delhi,Cochin,3.0,10493,27,5,5,15,19,15,38,0
Multiple carriers,Delhi,Cochin,2.0,6128,27,3,7,5,21,20,14,15
Jet Airways,Kolkata,Banglore,1.0,14781,1,5,8,25,16,20,7,55
IndiGo,Kolkata,Banglore,1.0,6991,24,5,15,10,20,30,5,20
Jet Airways,Delhi,Cochin,2.0,15129,18,5,5,30,4,25,22,55
Jet Airways,Mumbai,Hyderabad,0.0,4050,1,6,7,5,8,30,1,25
Air India,Delhi,Cochin,1.0,8361,18,5,17,40,8,15,14,35
Jet Airways,Delhi,Cochin,1.0,10262,27,6,19,45,12,35,16,50
Multiple carriers,Delhi,Cochin,1.0,7740,1,6,11,40,21,0,9,20
GoAir,Banglore,Delhi,0.0,3898,3,5,7,45,10,40,2,55
Air India,Banglore,Delhi,0.0,6121,12,5,13,20,16,10,2,50
IndiGo,Mumbai,Hyderabad,0.0,5755,3,3,12,0,13,25,1,25
IndiGo,Delhi,Cochin,1.0,7503,24,5,18,35,1,30,6,55
SpiceJet,Mumbai,Hyderabad,0.0,2017,27,3,13,10,14,30,1,20
Jet Airways,Delhi,Cochin,2.0,15129,18,5,23,5,19,0,19,55
Jet Airways,Delhi,Cochin,2.0,15129,21,5,19,30,4,25,8,55
IndiGo,Banglore,New Delhi,0.0,4777,24,3,10,10,13,0,2,50
IndiGo,Kolkata,Banglore,1.0,5069,9,5,8,10,13,0,4,50
IndiGo,Kolkata,Banglore,1.0,4268,9,4,15,15,20,5,4,50
Multiple carriers,Delhi,Cochin,1.0,13727,6,5,13,0,21,0,8,0
Air India,Banglore,New Delhi,0.0,4441,18,3,17,0,19,45,2,45
IndiGo,Delhi,Cochin,1.0,6316,24,6,16,0,1,30,9,30
Vistara,Kolkata,Banglore,1.0,8452,6,5,20,20,22,40,26,20
IndiGo,Kolkata,Banglore,0.0,4174,18,4,21,25,0,5,2,40
Jet Airways,Kolkata,Banglore,1.0,10844,9,5,8,25,18,15,9,50
SpiceJet,Chennai,Kolkata,0.0,3543,9,6,9,45,12,0,2,15
Jet Airways,Delhi,Cochin,2.0,10368,3,6,5,30,19,0,13,30
Jet Airways,Delhi,Cochin,2.0,14237,1,6,18,25,12,35,18,10
SpiceJet,Kolkata,Banglore,0.0,4174,18,5,17,10,19,40,2,30
Air India,Delhi,Cochin,2.0,13591,27,6,14,25,19,15,28,50
Multiple carriers,Delhi,Cochin,1.0,13961,21,3,2,15,13,20,11,5
Jet Airways,Kolkata,Banglore,1.0,9663,9,5,21,10,4,40,7,30
Jet Airways,Kolkata,Banglore,1.0,12121,1,5,9,35,22,5,12,30
Air Asia,Kolkata,Banglore,0.0,4384,15,3,10,20,12,55,2,35
Jet Airways,Delhi,Cochin,2.0,16914,6,3,5,25,19,45,38,20
Jet Airways,Delhi,Cochin,1.0,12373,18,5,14,0,4,25,14,25
Jet Airways,Delhi,Cochin,1.0,16289,12,6,7,5,12,35,5,30
IndiGo,Delhi,Cochin,1.0,5636,1,6,2,0,7,25,5,25
